# X, Y, Luminosity, Color
5.3870e+00,3.5006e+00,8.4759e-01,1.9272e+00
-1.4218e+00,1.2180e+01,1.0112e+00,1.5542e+00
-1.7985e+01,1.0593e+01,1.3898e+00,5.1279e-01
1.4868e+00,-3.4287e+00,1.2943e+00,8.3158e-01
1.5861e+00,-3.0444e+00,1.4078e+00,4.1974e-01
4.9959e+00,-2.2882e+00,1.2787e+00,1.1079e+00
-7.4318e+00,1.3401e+01,1.4457e+00,4.1818e-01
-7.2459e+00,1.3050e+01,1.3959e+00,7.8069e-01
-1.0693e+01,1.1985e+01,1.1423e+00,1.3268e+00
-3.4836e+00,-1.7576e+00,1.5140e+00,3.1227e-02
-2.4247e+01,4.5958e+00,1.3291e+00,6.2030e-01
1.4809e+00,-2.7867e+00,1.3970e+00,4.1036e-01
-2.4176e+00,1.2485e+01,1.0054e+00,1.7074e+00
-5.5000e-01,4.3381e-01,1.0615e+00,1.4640e+00
-3.4832e+00,-3.0900e+00,1.2662e+00,1.1387e+00
1.6626e+00,-4.1729e+00,1.2432e+00,1.0114e+00
5.6317e+00,4.3504e+00,8.5850e-01,1.9045e+00
-2.5124e+01,2.4516e+00,1.0771e+00,1.4389e+00
1.3593e+00,-1.8868e+00,1.0716e+00,1.6086e+00
4.7175e+00,7.4075e+00,1.2639e+00,1.0356e+00
1.2244e+00,1.0564e+01,1.2688e+00,8.4778e-01
1.0152e+00,1.1505e+01,1.2124e+00,1.3240e+00
5.9357e+00,4.0753e+00,1.3736e+00,4.0286e-01
4.7648e+00,4.1376e+00,1.3330e+00,1.0464e+00
2.9594e+00,-4.3465e+00,1.0097e+00,1.5454e+00
-2.5798e+01,3.9213e-01,1.4807e+00,2.1645e-01
-2.9738e-01,1.1512e+01,1.1441e+00,1.4551e+00
-1.2288e+00,-2.3060e+00,1.2122e+00,1.1511e+00
4.0642e+00,-3.4224e+00,1.2748e+00,8.4421e-01
6.2522e+00,5.0752e-01,1.3596e+00,5.4766e-01
3.5731e+00,-2.2799e+00,7.8896e-01,1.9418e+00
-5.6883e-01,1.2020e+01,1.2479e+00,1.0432e+00
4.6140e+00,-1.4412e+00,1.3715e+00,7.4988e-01
-1.5997e+01,1.0830e+01,1.1671e+00,1.3215e+00
-1.9273e+00,-2.1110e+00,1.3267e+00,7.1960e-01
6.4735e+00,3.0637e+00,1.4327e+00,3.6061e-01
5.2070e+00,2.3667e+00,1.2982e+00,9.7242e-01
-2.5359e+00,1.6617e+00,8.2864e-01,1.8852e+00
2.2961e-01,-4.2992e+00,1.1962e+00,1.3638e+00
5.7226e-01,1.2228e+01,1.3047e+00,7.2954e-01
-2.3049e-01,-1.3895e+00,1.2562e+00,1.0973e+00
-9.1156e+00,1.3683e+01,1.3942e+00,8.5693e-01
6.4594e+00,3.4129e+00,1.2745e+00,1.2116e+00
2.5653e+00,-2.3918e+00,8.2472e-01,1.9344e+00
5.1809e+00,3.9837e+00,9.0019e-01,1.7506e+00
-1.9620e+01,8.7791e+00,1.2682e+00,1.0350e+00
-1.4115e+01,1.2087e+01,1.2604e+00,9.4986e-01
5.9155e+00,6.8944e+00,1.1188e+00,1.3339e+00
6.0505e+00,1.6876e+00,1.3312e+00,9.9254e-01
-1.0695e+00,1.2604e+01,1.4095e+00,2.7857e-01
3.8717e+00,-1.0516e+00,1.2754e+00,1.1801e+00
2.2028e+00,8.6792e+00,1.5070e+00,5.9859e-02
1.4723e-01,-2.1162e+00,1.2764e+00,9.1712e-01
2.9896e+00,-1.1136e+00,1.2697e+00,1.0402e+00
-1.0795e+00,-3.2447e+00,1.2740e+00,8.9857e-01
5.3070e+00,-1.0299e+00,1.1862e+00,1.2903e+00
-9.5480e+00,1.3554e+01,1.4107e+00,5.2175e-01
1.3187e+00,-3.7469e+00,1.4167e+00,4.1638e-01
-1.3533e-01,-3.7074e+00,1.0831e+00,1.5714e+00
-5.7661e+00,1.3418e+01,8.3490e-01,1.9191e+00
6.5072e+00,3.0588e+00,1.3080e+00,9.0844e-01
6.1549e+00,-6.6487e-01,1.3910e+00,6.9138e-01
9.2608e-01,-1.9933e+00,1.3970e+00,7.4122e-01
-4.2999e+00,1.3446e+01,8.7008e-01,1.8667e+00
-2.3939e+01,3.8812e+00,1.1297e+00,1.4219e+00
-1.7047e+01,1.0318e+01,1.2328e+00,1.1714e+00
2.0426e+00,-3.7951e+00,1.0142e+00,1.6131e+00
3.8193e-01,1.2813e+01,1.1566e+00,1.4709e+00
3.7679e+00,-1.1870e+00,1.3184e+00,8.7343e-01
3.6009e+00,9.9642e-02,1.4937e+00,8.0927e-02
3.6499e-02,1.1585e+01,1.3147e+00,7.1517e-01
2.3501e+00,-4.0904e+00,9.7175e-01,1.7023e+00
-1.6616e+00,3.9832e+00,1.2941e+00,9.7676e-01
-2.1403e+01,7.4911e+00,1.0550e+00,1.5990e+00
-1.1856e+00,-1.6632e+00,1.1675e+00,1.1939e+00
2.0114e+00,-3.2012e+00,1.3187e+00,9.9708e-01
8.1309e-02,2.6064e-02,1.0385e+00,1.6519e+00
-2.2719e+01,6.2734e+00,1.0178e+00,1.5869e+00
-7.4167e-01,-2.8319e+00,1.3058e+00,7.7327e-01
-1.1511e+00,-6.9675e-01,1.2235e+00,1.2798e+00
-1.2386e+01,1.1155e+01,1.2519e+00,1.0179e+00
2.0664e+00,1.0993e+01,9.1745e-01,1.8252e+00
-2.2374e+01,6.8619e+00,1.4192e+00,2.7570e-01
-1.3605e+00,-9.6157e-01,1.3473e+00,9.1933e-01
-3.8654e+00,1.2733e+01,1.0902e+00,1.5101e+00
5.6959e+00,9.3233e-02,1.3210e+00,1.0490e+00
3.1659e+00,-2.1244e+00,9.5495e-01,1.7310e+00
2.3761e+00,-3.0299e+00,1.3816e+00,7.1570e-01
5.9561e+00,4.2694e-01,1.4514e+00,2.6024e-01
-3.5442e+00,1.3196e+01,1.3528e+00,1.0201e+00
1.0469e+00,7.4314e-01,1.3560e+00,7.0570e-01
6.0402e+00,3.2953e+00,1.1304e+00,1.3685e+00
-5.8630e+00,1.3033e+01,1.1684e+00,1.2790e+00
-3.5704e+00,1.5869e-02,9.9663e-01,1.7153e+00
-2.4934e+01,1.9879e+00,1.4654e+00,2.0864e-01
3.4571e+00,-8.2027e-01,9.5224e-01,1.7434e+00
1.5730e+00,-3.5221e+00,8.6454e-01,1.8683e+00
5.2579e+00,6.9329e+00,8.3737e-01,1.8599e+00
-6.8973e-01,-2.2498e+00,1.3055e+00,1.1335e+00
-9.2170e+00,1.2769e+01,1.1372e+00,1.2958e+00
4.2694e+00,-2.0578e-01,1.3802e+00,6.4613e-01
-1.3253e+00,1.2866e+01,1.3598e+00,8.1005e-01
-3.0085e+00,1.2134e+01,1.4576e+00,3.3185e-01
5.2461e+00,3.1170e+00,1.1757e+00,1.2903e+00
3.8062e-01,1.1247e+01,1.3012e+00,9.1392e-01
-2.2647e+01,5.6675e+00,1.3988e+00,5.9688e-01
-2.2749e+01,4.8645e+00,1.1787e+00,1.1709e+00
-2.1912e+00,-5.9874e-01,1.2089e+00,1.1651e+00
-1.8705e+01,9.0789e+00,1.2007e+00,1.1239e+00
-4.3546e-01,-3.5856e+00,9.4455e-01,1.7676e+00
-2.0938e+00,-2.1223e+00,1.3387e+00,1.0270e+00
-1.8383e+01,9.5793e+00,1.1475e+00,1.4404e+00
1.2732e+00,-2.0446e+00,8.8425e-01,1.8275e+00
-5.6506e+00,1.3783e+01,1.2166e+00,1.0508e+00
-3.1611e+00,-8.2979e-01,9.9392e-01,1.6724e+00
3.7688e+00,7.7762e+00,1.4426e+00,2.5890e-01
3.7052e+00,8.7602e+00,8.7352e-01,1.8557e+00
1.7313e+00,-1.9403e+00,1.1232e+00,1.3239e+00
-1.4662e+01,1.1735e+01,9.8572e-01,1.5829e+00
-2.8350e+00,-2.0323e+00,1.2642e+00,9.7308e-01
-3.7828e+00,1.3140e+00,1.2337e+00,1.1468e+00
-9.0569e+00,1.3792e+01,1.4965e+00,5.7347e-02
6.1637e+00,-4.2525e-01,1.3274e+00,1.1095e+00
-1.0106e+01,1.2585e+01,1.3962e+00,6.9012e-01
-1.6268e+00,-5.6724e-01,1.3977e+00,8.1339e-01
9.4966e-01,-1.2443e+00,1.2010e+00,1.3780e+00
-1.0884e+01,1.3187e+01,1.0206e+00,1.6432e+00
-1.4917e+00,-4.1347e+00,1.2066e+00,1.1986e+00
3.9655e+00,-7.0684e-01,8.3798e-01,1.8679e+00
-9.5858e-01,4.5838e-01,1.1757e+00,1.2209e+00
-4.3065e-01,-3.7118e+00,1.4353e+00,4.4384e-01
-1.1187e+01,1.2674e+01,1.0565e+00,1.5772e+00
1.3673e+00,1.1413e+01,9.4822e-01,1.7455e+00
5.5928e+00,6.5643e+00,1.3969e+00,2.9941e-01
2.3107e-01,-2.6333e+00,1.4601e+00,1.3182e-01
5.6826e+00,5.5401e+00,1.0915e+00,1.3826e+00
3.9868e-01,-1.9104e+00,1.2532e+00,1.1081e+00
-2.4950e-01,-2.0587e+00,9.2342e-01,1.7213e+00
4.1527e+00,-1.0136e+00,1.0860e+00,1.5833e+00
-2.2317e+01,6.4957e+00,1.0575e+00,1.4963e+00
5.8851e+00,1.2261e+00,1.2303e+00,1.0210e+00
-2.0450e+00,-8.8412e-02,1.4817e+00,1.7951e-01
5.3754e+00,4.5723e+00,1.3952e+00,5.9328e-01
1.9962e+00,-3.8854e+00,1.1983e+00,1.2773e+00
5.8597e+00,3.4555e+00,9.5603e-01,1.7703e+00
5.8423e-01,-3.2489e+00,1.3778e+00,6.1200e-01
5.0899e+00,4.0171e-01,1.1468e+00,1.4364e+00
-3.1931e-01,-5.5890e-01,1.3121e+00,6.8830e-01
4.3867e+00,1.0255e+01,1.1133e+00,1.4233e+00
-9.1091e-01,1.3616e+01,1.1951e+00,1.1895e+00
-9.4291e+00,1.3540e+01,1.4050e+00,5.9049e-01
4.0722e+00,8.4127e+00,1.2769e+00,9.5997e-01
1.8820e+00,-2.0007e+00,1.4880e+00,1.7061e-01
6.4194e-01,1.5419e+00,1.3048e+00,7.4041e-01
3.3847e+00,-6.0829e-01,1.3474e+00,1.0175e+00
